ein,name,mission,city,state
1607,GREEN BUSINESS CERTIFICATION INC,"GBCI PROVIDES THIRD-PARTY CREDENTIALING AND VERIFICATION FOR SEVERAL RATING SYSTEMS RELATING TO THE BUILT ENVIRONMENT. IT WAS IN JANUARY 2008 WITH THE SUPPORT OF THE U.S. GREEN BUILDING COUNCIL TO PROVIDE INDEPENDENT OVERSIGHT OF THE LEADERSHIP IN ENERGY AND ENVIRONMENTAL DESIGN (LEED) PROJECT CERTIFICATION AND PROFESSIONAL CREDENTIALING PROCESSES. GBCI HAS EXPANDED ITS CERTIFICATION EFFORTS TO EIGHT RATING SYSTEMS ALL WITHIN THE SUSTAINABILITY UMBRELLA INCLUDING PEER, TRUE, SITES, ICP, RELI AND WELL. GBCI ALSO OVERSEES PROFESSIONAL CREDENTIALS INCLUDING THE LEED PROFESSIONAL CREDENTIALS, WHICH DENOTE LEADERSHIP IN GREEN BUILDING AND TO DISTINGUISH BUILDING PROFESSIONALS WITH THE KNOWLEDGE AND SKILLS TO SUCCESSFULLY STEWARD THE LEED CERTIFICATION PROCESS. ADDITIONAL GBCI CREDENTIALS INCLUDE THE SITES AP, THE WELL AP, CITY CLIMATE PLANNER, SEA AND SEP, THE LEED GREEN RATER, THE TRUE ADVISOR AND EDGE EXPERTS.",WASHINGTON,DC
1608,CHI ST VINCENT MEDICAL GROUP HOT SPRINGS,"AS THE SISTERS OF MERCY BEFORE US, WE BRING TO LIFE THE HEALING MINISTRY OF JESUS THROUGH OUR COMPASSIONATE CARE AND EXCEPTIONAL SERVICE.",HOT SPRINGS,AR
1609,DREAM CORPS,THE DREAM CORPS WORKS TO CLOSE PRISON DOORS AND OPEN DOORS OF OPPORTUNITY.,OAKLAND,CA
1610,INNOVIS HEALTH LLC,WE ARE CALLED TO MAKE A HEALTHY DIFFERENCE IN PEOPLE'S LIVES.,FARGO,ND
1611,CANCER CARE CO-PAYMENT ASSISTANCE,SEE SCHEDULE O,NEW YORK,NY
1612,BAPTIST MEMORIAL HOSPITAL-,"BAPTIST MEMORIAL HOSPITAL-JONESBORO, INC. PROVIDES QUALITY MEDICAL HEALTH CARE REGARDLESS OF RACE, CREED, SEX, NATIONAL ORIGIN, HANDICAP, OR AGE.",MEMPHIS,TN
1613,MERCY CLINIC FORT SMITH COMMUNITIES,"AS THE SISTERS OF MERCY BEFORE US, WE BRING TO LIFE THE HEALING MINISTRY OF JESUS THROUGH OUR COMPASSIONATE CARE AND EXCEPTIONAL SERVICE.",FORT SMITH,AR
1614,LL Global Inc,TO PROVIDE BENEFITS TO THE INSURANCE INDUSTRY AS A WHOLE THROUGH RESEARCH AND EDUCATION.,WINDSOR,CT
1615,ST MARYS MEDICAL GROUP LLC,To improve the health and well-being of all people in the communities we serve.,ST LOUIS,MO
1616,CITIZENS OPTIONS UNLIMITED INC,"Citizens Options Unlimited, Inc (""Citizens, Inc."") provides individual residential alternative services (""IRA""), residential respite services, intermediate care facility services (""ICF"") and Self Direction services for individuals with intellectual and other developmental disabilities. Additionally, Citizens, Inc. operates Camp Loyaltown in Hunter, New York, a respite program providing services to developmentally disabled children and adults.",Brookville,NY
1617,KHAN ACADEMY INC,"A FREE WORLD-CLASS EDUCATION FOR ANYONE, ANYWHERE.",MOUNTAIN VIEW,CA
1618,EVERYTOWN FOR GUN SAFETY SUPPORT FUND,"EVERYTOWN FOR GUN SAFETY SUPPORT FUND SEEKS TO IMPROVE OUR UNDERSTANDING OF THE CAUSES OF GUN VIOLENCE AND HELP TO REDUCE IT BY CONDUCTING GROUNDBREAKING ORIGINAL RESEARCH, DEVELOPING EVIDENCE-BASED POLICIES, COMMUNICATING THIS KNOWLEDGE TO THE AMERICAN PUBLIC, AND ADVANCING GUN SAFETY AND GUN VIOLENCE PREVENTION IN COMMUNITIES AND THE COURTS.",NEW YORK,NY
1619,KIPP SOCAL PUBLIC SCHOOLS,"TOGETHER WITH FAMILIES AND COMMUNITIES, WE CREATE JOYFUL, ACADEMICALLY EXCELLENT SCHOOLS THAT PREPARE STUDENTS WITH THE SKILLS AND CONFIDENCE THEY NEED TO PURSUE THE PATHS THEY CHOOSECOLLEGE, CAREER, AND BEYONDSO THEY CAN LEAD FULFILLING LIVES AND BUILD A MORE JUST WORLD.",LOS ANGELES,CA
1620,GRACE COMMUNITY HEALTH CENTER INC,SHOW THE LOVE AND SHARE THE TRUTH OF JESUS CHRIST TO SOUTHEASTERN KY THROUGH ACCESS TO PRIMARY HEALTHCARE.,CORBIN,KY
1621,Elwyn California,THE PROVISION OF COMMUNITY DAY AND RESIDENTIAL PROGRAMS AND SOCIAL REHABILITATION SERVICES TO DISABLED PERSONS PREVIOUSLY RESIDING IN STATE (CONTINUED ON SCHEDULE O),San Jose,CA
1622,NORTH CANYON MEDICAL CENTER INC,"POWERED BY EXCELLENCE, WE ARE GROWING A MEDICAL ORGANIZATION THAT SERVES OUR COMMUNITIES.",GOODING,ID
1623,ALLIANCE FOR SUSTAINABLE ENERGY LLC,OPERATES THE NATIONAL RENEWABLE ENERGY LABORATORY TO DEVELOP ENERGY EFFICIENT TECHNOLOGIES,GOLDEN,CO
1624,ST LUKE'S COMMUNITY DEVELOPMENT,"TO NURTURE THE HEALING MINISTRY OF THE ROMAN CATHOLIC CHURCH BY BRINGING IT NEW LIFE, ENERGY, AND VIABILITY IN THE TWENTY-FIRST CENTURY. FIDELITY TO THE GOSPEL URGES US TO EMPHASIZE HUMAN DIGNITY AND SOCIAL JUSTICE AS IT MOVES TOWARD THE CREATION OF HEALTHIER COMMUNITIES.",HOUSTON,TX
1625,Village Senior Services Corporation,"THE PLAN COVERS A WIDE RANGE OF LONG Term CARE AND MEDICARE SERVICES, INCLUDING A DEDICATED CARE TEAM, AND has MANAGED TO MAINTAIN OVER 19,000 MEMBERSHIPS DURING 2022.",New York,NY
1626,SAINT PETERS HEALTHCARE SYSTEM INC,THE ORGANIZATION IS THE TAX-EXEMPT PARENT ENTITY OF SAINT PETER'S HEALTHCARE SYSTEM AND AFFILIATES; A TAX-EXEMPT INTEGRATED HEALTHCARE DELIVERY SYSTEM.,NEW BRUNSWICK,NJ
1627,SUMMIT PUBLIC SCHOOLS,"OPERATES COLLEGE PREPARATORY CALIFORNIA CHARTER SCHOOLS, AND PROGRAMS TO DEVELOP TEACHERS AND SCHOOL LEADERS TO ADDRESS THE CONTINUALLY EVOLVING NEEDS OF THE EDUCATIONAL ECOSYSTEM.",REDWOOD CITY,CA
1628,GRADY MEMORIAL HOSPITAL CORPORATION,"GRADY HEALTH SYSTEM IMPROVES THE HEALTH OF THE COMMUNITY BY PROVIDING QUALITY, COMPREHENSIVE HEALTHCARE IN A COMPASSIONATE, CULTURALLY COMPETENT, ETHICAL, AND FISCALLY RESPONSIBLE MANNER. GRADY MAINTAINS ITS COMMITMENT TO THE UNDERSERVED OF FULTON AND DEKALB COUNTIES WHILE ALSO PROVIDING CARE TO RESIDENTS OF METRO ATLANTA AND GEORGIA. GRADY LEADS THROUGH CLINICAL EXCELLENCE, INNOVATIVE RESEARCH AND PROGRESSIVE MEDICAL EDUCATION AND TRAINING.",ATLANTA,GA
1629,IMPACTASSETSINC,"THE MISSION OF THIS CORPORATION IS TO CATALYZE AND ADVANCE A VARIETY OF IMPACT AREAS, SUCH AS SUSTAINABILITY, CLIMATE SOLUTIONS AND SOCIAL EQUITY, THROUGH IMPACT INVESTING, PHILANTHROPY, AND PROGRAMMING.",BETHESDA,MD
1630,ROUGHRIDER ELECTRIC COOPERATIVE INC,THE ORGANIZATION DELIVERS ELECTRIC ENERGY TO MEMBERS.,HAZEN,ND
1631,TEACH FOR ALL INC,DEVELOP COLLECTIVE LEADERSHIP TO ENSURE ALL CHILDREN HAVE THE OPPORTUNITY TO FULFILL THEIR POTENTIAL.,NEW YORK,NY
1632,VETERAN TICKETS FOUNDATION,"TO GIVE BACK TO THOSE INDIVIDUALS THAT HAVE SERVED THE UNITED STATES OF AMERICA. wE SERVE THE COMMNITY OF ACTIVE DUTY, RETIRED AND HONOARBLE DISCHARGED VETERANS",TEMPE,AZ
1633,CLIMATEWORKS FOUNDATION,TO END THE CLIMATE CRISIS BY AMPLIFYING THE POWER OF PHILANTHROPY.,SAN FRANCISCO,CA
1634,SEIU HEALTHCARE IL HOME CARE & CHILD,TO PROVIDE HEALTH BENEFITS,CHICAGO,IL
1635,Mercy Ships,OPERATES HOSPITAL SHIPS STAFFED BY VOLUNTEER MEDICAL AND NON-MEDICAL CREW TO BRING FREE SURGERIES AND MEDICAL TRAINING TO DEVELOPING COUNTRIES.,Lindale,TX
1636,GIVE BACK FOUNDATION,"THE ORGANIZATION PROVIDES CHARITABLE GIVING SERVICES TO EMPLOYER, EMPLOYEES, AND INDIVIDUALS TO EASILY AND AFFORDABLY MANAGE ALL THEIR CHARITABLE GIVING ACTIVITIES. EACH MEMBER HAS THE ABILITY TO DIRECT THE FUNDS FROM THEIR ACCOUNT TO ANY CHARITY OF THEIR CHOICE IN GOOD STANDING WITH THE UNITED STATES INTERNAL REVENUE SERVICE.",MADISON,WI
1637,ADVOCATE CONDELL MEDICAL CENTER,SERVE HEALTH NEEDS OF COMMUNITIES THROUGH WHOLISTIC PHILOSOPHY ROOTED IN FUNDAMENTAL UNDERSTANDING OF HUMANS AS CREATED IN THE IMAGE OF GOD.,OAK BROOK,IL
1638,AUGUSTA MEDICAL GROUP,"COMMUNITY PHYSICIAN PRACTICES OFFERING SERVICES IN SUPPORT OF AUGUSTA HEALTH CARE, INC.",FISHERSVILLE,VA
1639,NATIONAL ADVANCED MOBILITY CONSORTIUM,"THE NATIONAL ADVANCED MOBILITY CONSORTIUM IS A MEMBERSHIP BASED, NATIONWIDE ALLIANCE OF TRADITIONAL AND NONTRADITIONAL DEFENSE CONTRACTORS (NDC), ACADEMIC INSTITUTIONS, AND OTHER RESEARCH ORGANIZATIONS INVOLVED WITH RESEARCH AND DEVELOPMENT ACROSS THE COMPLETE RANGE OF PROTOTYPE, GROUND VEHICLE SYSTEM, SUB-SYSTEM, AND COMPONENT TECHNOLOGIES. THE PRINCIPLE PURPOSE OF THE NAMC'S GROUND VEHICLE SYSTEMS (GVS) OTA IS TO ATTRACT NEW TECHNOLOGIES AND SPUR DEVELOPMENT OF BASIC AND ADVANCED PROTOTYPES WHICH ARE CRITICAL TO THE DOD'S NEAR AND LONG TERM GVS TECHNOLOGY GOALS AND OBJECTIVES.",ANN ARBOR,MI
1640,NEW YORK UNIVERSITY IN ABU DHABI,THE MISSION OF NYU IN ABU DHABI CORP. (NYUADC) IS TO SUPPORT NEW YORK UNIVERSITY (NYU) IN ITS OPERATION OF NEW YORK UNIVERSITY IN ABU DHABI (NYUAD) BY PROVIDING PERSONNEL TO NYUAD.,NEW YORK,NY
1641,KIND INC,"KIND SERVES AS THE LEADING ORGANIZATION FOR THE PROTECTION OF UNACCOMPANIED CHILDREN WHO ENTER THE U.S. IMMIGRATION SYSTEM ALONE AND STRIVES TO ENSURE THAT NO SUCH CHILD APPEARS IN IMMIGRATION COURT WITHOUT REPRESENTATION. WE ACHIEVE FUNDAMENTAL FAIRNESS THROUGH HIGH-QUALITY LEGAL REPRESENTATION AND BY ADVANCING THE CHILD'S BEST INTERESTS, SAFETY, AND WELL-BEING.",WASHINGTON,DC
1642,Indiana University Health Tipton Hospital Inc,"Lead the transformation of healthcare through quality, innovation & education, and make Indiana one of the nation's healthiest states.",INDIANAPOLIS,IN
1643,WNET,"WNET IS A MULTI-MEDIA PUBLIC SERVICE NON-PROFIT THAT DELIVERS LIFELONG LEARNING AND MEANINGFUL EXPERIENCES TO OUR COMMUNITIES. OUR CONTENT INSPIRES CURIOSITY, ENCOURAGES ACTION AND NURTURES DREAMS.",NEW YORK,NY
1644,WELLSPRING FOUNDATION OF SOUTHWEST,"THE ORGANIZATION IS ORGANIZED FOR THE PURPOSE OF RECEIVING, MAINTAINING AND ADMINISTERING ASSETS EXCLUSIVELY FOR CHARITABLE OR EDUCATIONAL PURPOSES, INCLUDING, BUT NOT LIMITED TO THE RECOGNIZABLE AND UNMET HEALTHCARE, WELLNESS, ECONOMIC AND EDUCATIONAL NEEDS OF THE COMMUNITIES WHICH THE CORPORATION SERVES, AND TO USE THE WHOLE OR ANY PART OF THE INCOME AND PRINCIPAL WITHIN THEREFROM FOR SUCH PURPOSES EITHER DIRECTLY OR BY CONTRIBUTION TO OTHER ORGANIZATIONS.",ABINGDON,VA
1645,REWILD,RE:WILD PROTECTS AND RESTORES THE WILD TO BUILD A THRIVING EARTH WHERE ALL LIFE FLOURISHES.,AUSTIN,TX
1646,Roper St Francis Physicians Network,Nonprofit physician practice operations in conjunction with Roper St. Francis Healthcare,Ladson,SC
1647,ADVANTAGE ACADEMY OF HILLSBOROUGH INC,TO OPERATE TEN CHARTER SCHOOLS IN THE STATE OF FLORIDA.,CORAL SPRINGS,FL
1648,WONDERFUL COLLEGE PREP ACADEMY,"THE WONDERFUL COLLEGE PREP ACADEMY IS COMMITTED TO PROVIDING A FULL RANGE OF STUDENTS WITH AN ACADEMICALLY CHALLENGING CURRICULUM, INDIVIDUALLY RESPONSIVE AND FULLY INCLUSIVE IN ITS APPROACH TO TEACHING AND LEARNING, AND DEDICATED TO THE IDEA THAT ALL CHILDREN SHOULD COMPLETE HIGH SCHOOL PREPARED FOR THOUGHTFUL CITIZENSHIP AND READY TO COMPLETE A COLLEGE DEGREE.",DELANO,CA
1649,MATER ACADEMY FOUNDATION,"MATER ACADEMY FOUNDATION, INC. IS A NOT-FOR-PROFIT ORGANIZATION OPERATING IN SOUTH FLORIDA. THE ORGANIZATION PROVIDES FINANCIAL SUPPORT TO ALL MATER ACADEMY CHARTER SCHOOLS.",MIAMI,FL
1650,NEBRASKA PEDIATRIC PRACTICE INC,"TO DEVELOP, PROMOTE AND MAKE AVAILABLE TO CHILDREN FROM OMAHA, NEBRASKA, AND THE REGION, CLINICAL SERVICES AND OTHER RELATED PROGRAMS.",OMAHA,NE
1651,El Paso Children's Hospital Corporation,"TO PROVIDE COMPASSIONATE, COORDINATED, FAMILY-CENTERED CARE FOR CHILDREN WITH A DEDICATED COMMITMENT TO EXCELLENT PATIENT OUTCOMES, ... (CONTINUED ON SCH O)",El Paso,TX
1652,DEACONESS CLINIC INC,"PURPOSES WITHIN THE MEANING OF SECTION 501 (C) (3) OF THE IRS CODEWHICH INCLUDES (AMONG OTHERS):TO DELIVER HEALTH CARE TO THE PUBLIC; TO CARRY OUT SCIENTIFIC RESEARCHAND RESEARCH PROJECTS IN THE PUBLIC INTEREST IN THE FIELDS OF MEDICALSCIENCES, MEDICAL ECONOMICS, PUBLIC HEALTH, SOCIOLOGY, AND RELATEDAREA;TO IMPROVE AND DEVELOP THE CAPABILITIES OF INDIVIDUALS AND INSTITUTIONSSTUDYING, TEACHING, AND PRACTICING MEDICINE AND OTHER HEALTHOCCUPATIONS;TO PROVIDE HEALTH CARE AND HEALTH-RELATED EDUCATION FOR THE BENEFIT OFTHE COMMUNITY IN A SYSTEMATIC, INTEGRATED AND COORDINATED FASHIONWITHIN THE DEACONESS HEALTH SYSTEM AND DEACONESS HOSPITAL, INC. ANDTHEIR AFFILIATES.",EVANSVILLE,IN
1653,REID PHYSICIAN ASSOCIATES INC,"TO EMPLOY PHYSICIANS & PROFESSIONALS WHO PROMOTE HEALTH THROUGH EDUCATION, PREVENTION OF ILLNESS AND INJURY, AND THE PROVISION OF QUALITY, COST EFFECTIVE SERVICES TO THE PUBLIC.",RICHMOND,IN
1654,SHARED SERVICES HEALTH PLAN TRUST,"PROVIDE HEALTH, VISION, AND PRESCRIPTION BENEFITS TO COVERED PARTICIPANTS.",SELINSGROVE,PA
1655,FOUNDATION FOR ANGELMAN SYNDROME,"THE FOUNDATION FOR ANGELMAN SYNDROME THERAPEUTICS (FAST) IS DEDICATED TO FINDING A CURE FOR ANGELMAN SYNDROME (AS) AND RELATED DISORDERS THROUGH THE FUNDING OF AN AGGRESSIVE RESEARCH AGENDA, EDUCATION, AWARENESS, AND ADVOCACY.",AUSTIN,TX
1656,Indiana University Health Arnett Inc,"Lead the transformation of healthcare through quality, innovation & education, and make Indiana one of the nation's healthiest states.",INDIANAPOLIS,IN
1657,BROOKLYN PROSPECT CHARTER SCHOOL,OUR SCHOOL PREPARES STUDENTS FOR SUCCESS AS GLOBAL CITIZENS.,BROOKLYN,NY
1658,LANSDALE HOSPITAL CORPORATION,THE MISSION OF LANSDALE HOSPITAL CORPORATION D/B/A ABINGTON-LANSDALE HOSPITAL - JEFFERSON HEALTH IS TO IMPROVE LIVES.,PHILADELPHIA,PA
1659,CAR DONATION FOUNDATION,FINANCIALLY SUPPORT CHARITABLE ORGANIZATIONS THROUGH MOTOR VEHICLE & OTHER PROPERTY DONATIONS.,ST LOUIS PARK,MN
1660,THE BROAD INSTITUTE INC,SEE SCHEDULE O.,CAMBRIDGE,MA
1661,BENEFIS HEALTH SYSTEM INC,PARENT ENTITY OF INTEGRATED HEALTH SYSTEM,GREAT FALLS,MT
1662,BENEFIS MEDICAL GROUP INC,MULTI-SPECIALTY PHYSICIAN GROUP.,GREAT FALLS,MT
1663,Wellmont Cardiology Services,Honor those we serve by delivering the best possible care.,Johnson City,TN
1664,EMPATH HEALTH INC,"TO PRESERVE, PROTECT, AND ADVANCE THE MISSION OF SUNCOAST HOSPICE AND ITS AFFILIATES.",CLEARWATER,FL
1665,Roper St Francis Hospital - Berkeley Inc,"Operation of nonprofit hospital facility in Charleston, SC.",Ladson,SC
1666,ELKS NATIONAL FOUNDATION INC,"THE FOUNDATION'S MISSION IS TO HELP THE BENEVOLENT AND PROTECTIVE ORDER OF ELKS OF THE UNITED STATES OF AMERICA (BPOE) BUILD STRONGER COMMUNITIES BY OFFERING COLLEGE SCHOLARSHIPS, FUNDING PROGRAMS THAT BUILD THE CHARACTER AND CONFIDENCE OF YOUTH, SERVING AND HONORING VETERANS, AND PROVIDING ELKS LODGES AND STATE ASSOCIATIONS WITH RESOURCES THEY NEED TO ACCOMPLISH THEIR CHARITABLE OBJECTIVES.",CHICAGO,IL
1667,ST LUKE'S HOSPITAL AT THE VINTAGE,"TO NURTURE THE HEALING MINISTRY OF THE ROMAN CATHOLIC CHURCH BY BRINGING IT NEW LIFE, ENERGY, AND VIABILITY IN THE TWENTY-FIRST CENTURY. FIDELITY TO THE GOSPEL URGES US TO EMPHASIZE HUMAN DIGNITY AND SOCIAL JUSTICE AS IT MOVES TOWARD THE CREATION OF HEALTHIER COMMUNITIES.",HOUSTON,TX
1668,PHOEBE PHYSICIAN GROUP INC,TO DEVELOP AND SUPPORT A FINANCIALLY VIABLE FAMILY OF RELATED HEALTH CARE ORGANIZATIONS WHICH COLLECTIVELY SEEK TO ENHANCE THE QUALITY OF LIFE FOR SOUTHWEST GEORGIANS.,ALBANY,GA
1669,LEESAR INC,"TO PROVIDE THROUGH INTERGOVERNMENTAL COOPERATION, VARIOUS PROGRAMS AND SERVICES INCLUDING, WITHOUT LIMITATION, THE PURCHASING AND DISTRIBUTION OF MEDICAL SUPPLIES AND OTHER SUPPLIES, CENTRALIZED RECORD RETENTION AND MANAGMENT, PHARMACEUTICAL REPACKAGING, CUSTOM STERILE PACKS, COURIER SERVICE, AND FOOD SERVICE TO LEE MEMORIAL HEALTH SYSTEM, SARASOTA MEMORIAL HEALTH SYSTEM AND OTHER GOVERNMENTAL ENTITIES.",FORT MYERS,FL
1670,PESI INC,"TO PROVIDE EDUCATION AND TRAINING TO HEALTH CARE PROFESSIONALS, COUNSELING PROFESSIONALS, AND THE GENERAL PUBLIC THROUGH SEMINARS AND ADDITIONAL EDUCATIONAL PRODUCTS INCLUDING PUBLICATIONS, CDS, DVDS, AND ONLINE/ON-DEMAND COURSES.",EAU CLAIRE,WI
1671,CENTENNIAL MEDICAL GROUP INC,"CENTENNIAL MEDICAL GROUP PROVIDES HOSPITAL-BASED PHYSICIAN SERVICES, AS WELL AS SPECIALTY PHYSICIAN SERVICES IN A CLINIC SETTING TO PATIENTS IN THE ROSEBURG COMMUNITY ON A CHARITABLE BASIS.",ROSEBURG,OR
1672,HSHS Medical Group Inc,TO REVEAL AND EMBODY CHRIST'S HEALING LOVE FOR ALL PEOPLE THROUGH A HEALTH CARE MINISTRY BY PROVIDING PRIMARY AND SPECIALTY PHYSICIAN SERVICES TO THE COMMUNITIES HOSPITAL SISTERS HEALTH SYSTEM SERVES.,Springfield,IL
1673,PHOEBE SUMTER MEDICAL CENTER INC,TO DELIVER SUPERIOR HEALTH CARE SERVICES THAT IMPROVES THE HEALTH AND WELLNESS OF THE PEOPLE AND COMMUNITIES WE SERVE.,AMERICUS,GA
1674,VIERA HOSPITAL INC,OUR TEAM IMPROVING THE WELLNESS AND HEALTH OF YOU AND YOUR FAMILY THROUGH EXCELLENT AND COMPASSIONATE HEALTH CARE.,ROCKLEDGE,FL
1675,LUBBOCK HERITAGE HOSPITAL LLC,"SEE SCHEDULE O.AS EXPRESSIONS OF GOD'S HEALING LOVE, WITNESSED THROUGH THE MINISTRY OF JESUS, WE ARE STEADFAST IN SERVING ALL, ESPECIALLY THOSE WHO ARE POOR AND VULNERABLE.",RENTON,WA
1676,Camden-Clark Physician Corporation,"To support, manage, and furnish facilities, personnel, and medical services to individuals in need.",Parkersburg,WV
1677,LAWRENCE MEDICAL ASSOCIATES PC,LAWRENCE MEDICAL ASSOCIATES DBA NYP MEDICAL GROUP/WESTCHESTER'S MISSION IS TO FURTHER NY PRESBYTERIAN HOSPITAL'S CHARITABLE PURPOSE OF PROMOTING HEALTH IN THE COMMUNITY.,BRONXVILLE,NY
1678,KING'S DAUGHTERS MEDICAL SPECIALTIES,"TO DELIVER QUALITY HEALTHCARE SERVICES WHICH PROVIDE VALUE TO THE PATIENT, PAYER, AND KDHS.",ASHLAND,KY
1679,FUND FOR POLICY REFORM INC,"TO PROMOTE SOCIAL WELFARE WITHIN THE MEANING OF SEC. 501 (C) (4), INCLUDING FUNDING INITIATIVES RELATED TO PUBLIC WELFARE, DRUG POLICY, ALLEVIATION OF POVERTY & CRIMINAL JUSTICE.",NEW YORK,NY
1680,SIXTEEN THIRTY FUND,PROVIDING OPERATIONAL SUPPORT TO CHANGEMAKERS COMMITTED TO TACKLING SOCIETY'S BIGGEST SOCIAL CHALLENGES.,WASHINGTON,DC
1681,Seton Family of Doctors,To improve the health and well-being of all people in the communities we serve.,ST LOUIS,MO
1682,AMERICA VOTES,"TO COORDINATE AND PROMOTE PROGRESSIVE ISSUES, POLICIES, INITIATIVES AND REFERENDA, AND TO PURSUE ELECTORAL REFORM THAT EXPANDS ACCESS TO THE BALLOT.",WASHINGTON,DC
1683,NAF HOTLINE FUND,TO ENSURE THAT PATIENTS HAVE THE INFORMATION AND RESOURCES THEY NEED TO ACCESS QUALITY ABORTION CARE.,ANNAPOLIS JUNCTION,MD
1684,AMENTUM HEALTH AND WELFARE PLAN,THE TRUST PROVIDES FRINGE BENEFITS TO EMPLOYEES COVERED BY THE SERVICE CONTRACT ACT.,GERMANTOWN,MD
1685,RETIREES OF THE GOODYEAR TIRE & RUBBER,THE FUND OPERATES AS A TRUST TO PROVIDE CERTAIN HEALTH BENEFITS TO CURRENT AND FUTURE GOODYEAR RETIREES FOLLOWING EMPLOYMENT IN USW-REPRESENTED BARGAINING UNITS.,PITTSBURGH,PA
1686,OHIO VIRTUAL ACADEMY,"THE MISSION OF THE OHIO VIRTUAL ACADEMY IS TO EMPOWER STUDENTS WITH AN INNOVATIVE AND EFFECTIVE EDUCATIONAL PROGRAM THAT HELPS THEM ACHIEVE HIGH STANDARDS AND REACH THEIR FULL ACADEMIC AND SOCIAL POTENTIAL. THE VISION OF THE OHIO VIRTUAL ACADEMY IS TO CREATE A HIGH PERFORMANCE SCHOOL THAT EQUIPS TEACHERS AND PARENTS WITH THE TOOLS OF TOMORROW, THEREBY GIVING OUR STUDENTS ALL THE OPPORTUNITIES THEY NEED TO SUCCEED IN LIFE AND CREATING A NEW MODEL FOR THE TWENTY-FIRST CENTURY PUBLIC SCHOOL.",MAUMEE,OH
1687,MY CHOICE WISCONSIN HEALTH PLAN INC,PROMOTE THE QUALITY OF LIFE OF OUR COMMUNITIES BY EMPOWERING OTHERS' LONG TERM CARE NEEDS.,WAUWATOSA,WI
1688,MANA NUTRITIVE AID PRODUCTS INCORPORATED,DEVELOP AND DELIVER READY-TO-USE FOODS TO LOWER THE COST TO TREAT MALNUTRITION.,MATTHEWS,NC
1689,CONCORDIA LUTHERAN MINISTRIES OF PITTSBURGH,"The Organization strives to serve our aging community with a continuum of high quality care-giving options, provided in a Christian environment, and to serve those with limited funds to the best of our ability.",Pittsburgh,PA
1690,LONG ISLAND FQHC INC,PROVIDING PREVENTIVE AND PRIMARY CARE IN LONG ISLAND'S MEDICALLY-UNDERSERVED COMMUNITIES.,WESTBURY,NY
1691,BIRMINGHAM COMMUNITY CHARTER HIGH,TO MANAGE AND OPERATE A NON-PROFIT PUBLIC CHARTER SCHOOL.,VAN NUYS,CA
1692,PHYSICIAN ENTERPRISE LLC,"TO PROVIDE PHYSICIAN, DIAGNOSTIC, AND OTHER HEALTH CARE SERVICES.",ANNAPOLIS,MD
1693,The Assistance Fund Inc,"TO PROVIDE UNDERINSURED PEOPLE LIVING WITH LIFE-THREATENING, CHRONIC, AND RARE DISEASES ACCESS TO CRITICAL TREATMENT THROUGH FINANCIAL ASSISTANCE, EDUCATION, AND ADVOCACY.",Orlando,FL
1694,AMERICAN LEADERSHIP ACADEMY,OPERATES K-12 PUBLIC CHARTER SCHOOLS IN ARIZONA,MESA,AZ
1695,TUFTS MEDICAL CENTER GROUP RETURN,"WE STRIVE TO HEAL, TO COMFORT, TO TEACH, TO LEARN, AND TO SEEK THE KNOWLEDGE TO PROMOTE HEALTH AND TO PREVENT DISEASE. OUR PATIENTS AND THEIR FAMILIES ARE AT THE CENTER OF EVERYTHING WE DO. SEE PART III.",BOSTON,MA
1696,MERCY CLINIC OKLAHOMA COMMUNITIESINC,"AS THE SISTERS OF MERCY BEFORE US, WE BRING TO LIFE THE HEALING MINISTRY OF JESUS THROUGH OUR COMPASSIONATE CARE AND EXCEPTIONAL SERVICE.",OKLAHOMA CITY,OK
1697,UNION ASSOCIATED PHYSICIANS CLINIC LLC,"PROVIDE AND COORDINATE INPATIENT AND OUTPATIENT MEDICAL CARE FOR THE PATIENTS AND COMMUNITY MEMBERS SERVED BY UNION HOSPITAL TERRE HAUTE, UNION HOSPITAL CLINTON, AND THE SYSTEM'S OTHER HEALTH CARE PROVIDERS.",TERRE HAUTE,IN
1698,HUMC CARDIOVASCULAR PARTNERS PC,THE ORGANIZATION PROVIDES HIGH QUALITY MEDICAL CARE TO THE COMMUNITY THAT IT SERVES AND SPECIFICALLY PROVIDES CARDIOLOGY & RELATED PROFESSIONAL MEDICAL SERVICES IN CONJUNCTION WITH HMH HOSPITALS CORP.,EDISON,NJ
1699,Beavercreek Medical Center,"Our mission is to improve the quality of life of the people in the communities we serve through healthcare and education.We are dedicated to excellence and to providing each individual the most appropriate care in the most appropriate setting. In the spirit of the Seventh-day Adventist healthcare ministry, we strive to be innovative and to convey God's love in a caring environment.",Miamisburg,OH
1700,TCS Education System,"TCS Education System prepares innovative, engaged, purposeful agents of change who serve our global community.",Chicago,IL
1701,American Action Network Inc,"The American Action Network creates, encourages and promotes center-right policies based on the principles of freedom, limited government, American exceptionalism and strong national security.",Washington,DC
1702,FIRST NATIONAL OF NEBRASKA INC WELFARE,FUND THE COST OF HEALTH CARE AND OTHER EMPLOYEE BENEFITS FOR THOSE EMPLOYEES OF THE EMPLOYERS AND THEIR ELIGIBLE DEPENDENTS.,OMAHA,NE
